"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.771567504E1,1.083974838E0,-6.607996821E-1,9.952097893E0
7.771767821E1,1.083974838E0,-6.607996821E-1,1.000477028E1
7.771968217E1,1.088763237E0,-6.607996821E-1,1.002392387E1
7.772168696E1,1.069609642E0,-6.512228847E-1,1.005744267E1
7.772369259E1,1.074398041E0,-6.607996821E-1,1.009096146E1
7.772569900E1,1.083974838E0,-6.320692301E-1,1.010053825E1
7.772770613E1,1.060032845E0,-6.464344859E-1,1.013884544E1
7.772971389E1,1.050456047E0,-6.416460276E-1,1.014842224E1
7.773172217E1,1.021725535E0,-6.607996821E-1,1.015799904E1
7.773373082E1,9.977835417E-1,-6.368576288E-1,1.014842224E1
7.773573972E1,1.007360339E0,-6.368576288E-1,1.012926865E1
7.773774874E1,9.451110959E-1,-6.368576288E-1,1.013884544E1
7.773975733E1,9.259575009E-1,-6.416460276E-1,1.012926865E1
7.774176696E1,8.972271085E-1,-6.224924326E-1,1.012448025E1
7.774377660E1,8.589198589E-1,-6.224924326E-1,1.010532665E1
7.774577400E1,8.493430614E-1,-6.224924326E-1,1.010532665E1
7.774777170E1,8.062474132E-1,-6.129156351E-1,1.011490345E1
7.774977004E1,7.870938182E-1,-6.129156351E-1,1.009096146E1
7.775176926E1,7.392097712E-1,-6.129156351E-1,1.009574986E1
7.775376957E1,7.344213724E-1,-6.033388376E-1,1.008138466E1
7.775577113E1,7.056909800E-1,-6.177040339E-1,1.002871227E1
7.775777405E1,6.817489266E-1,-6.129156351E-1,9.999981880E0
7.775977837E1,6.721721292E-1,-6.368576288E-1,9.942521095E0
7.776178410E1,6.578069329E-1,-6.320692301E-1,9.913790703E0
7.776379118E1,6.482301354E-1,-6.368576288E-1,9.841964722E0
7.776579946E1,6.242880821E-1,-6.560112834E-1,9.822811127E0
7.776780879E1,6.051344872E-1,-6.847416759E-1,9.774927139E0
7.776982269E1,6.147112846E-1,-6.943184733E-1,9.770138741E0
7.777183660E1,5.859808922E-1,-6.943184733E-1,9.736619949E0
7.777384780E1,5.859808922E-1,-7.278373241E-1,9.741408348E0
7.777585722E1,6.003460884E-1,-7.565677166E-1,9.698312759E0
7.777786275E1,5.859808922E-1,-7.613561153E-1,9.698312759E0
7.777986884E1,6.003460884E-1,-7.757213712E-1,9.674370766E0
7.778187019E1,6.242880821E-1,-7.948749661E-1,9.669582367E0
7.778387186E1,6.194996834E-1,-8.140285611E-1,9.669582367E0
7.778587394E1,6.290764809E-1,-8.188169599E-1,9.640851974E0
7.778787660E1,6.530185342E-1,-8.427590132E-1,9.660005569E0
7.778987988E1,6.482301354E-1,-8.427590132E-1,9.664793968E0
7.779188389E1,6.673837304E-1,-8.619126081E-1,9.645640373E0
7.779388863E1,6.673837304E-1,-8.667010069E-1,9.636063576E0
7.779589410E1,6.865373254E-1,-8.667010069E-1,9.612121582E0
7.779790030E1,6.769605279E-1,-8.714894056E-1,9.621698380E0
7.779990717E1,6.913257241E-1,-8.858546019E-1,9.612121582E0
7.780191462E1,6.769605279E-1,-9.002198577E-1,9.631275177E0
7.780392254E1,7.152677774E-1,-8.714894056E-1,9.650428772E0
7.780593082E1,7.296329737E-1,-8.810662031E-1,9.650428772E0
7.780793936E1,7.392097712E-1,-8.667010069E-1,9.674370766E0
7.780994801E1,7.344213724E-1,-8.571242094E-1,9.683947563E0
7.781196207E1,7.392097712E-1,-8.475474119E-1,9.707889557E0
7.781396264E1,7.679402232E-1,-8.236053586E-1,9.707889557E0
7.781596337E1,7.631517649E-1,-8.188169599E-1,9.717466354E0
7.781796566E1,7.775170207E-1,-7.900865674E-1,9.727043152E0
7.781996806E1,8.014590144E-1,-7.900865674E-1,9.727043152E0
7.782197103E1,7.823054194E-1,-7.661445141E-1,9.731831551E0
7.782397462E1,8.110358119E-1,-7.469909191E-1,9.722254753E0
7.782597889E1,7.966706157E-1,-7.182605267E-1,9.722254753E0
7.782798389E1,8.110358119E-1,-7.278373241E-1,9.707889557E0
7.782998957E1,8.349778652E-1,-6.943184733E-1,9.688735962E0
7.783199592E1,8.637082577E-1,-6.895300746E-1,9.679159164E0
7.783400290E1,8.732850552E-1,-6.607996821E-1,9.631275177E0
7.783601040E1,8.828618526E-1,-6.512228847E-1,9.583391190E0
7.783801832E1,9.068039060E-1,-6.320692301E-1,9.564237595E0
7.784002655E1,9.307458997E-1,-6.129156351E-1,9.530718803E0
7.784203498E1,9.642647505E-1,-5.746083856E-1,9.482834816E0
7.784404347E1,9.834183455E-1,-5.698199868E-1,9.439739227E0
7.784604926E1,9.834183455E-1,-5.602431893E-1,9.415796280E0
7.784805655E1,1.012148738E0,-5.506663918E-1,9.411007881E0
7.785006254E1,1.026513934E0,-5.267243981E-1,9.391854286E0
7.785206806E1,1.021725535E0,-5.363011956E-1,9.372700691E0
7.785407900E1,1.036090732E0,-5.267243981E-1,9.363123894E0
7.785607915E1,1.064821243E0,-5.075707436E-1,9.305663109E0
7.785807952E1,1.074398041E0,-5.027823448E-1,9.300874710E0
7.786008024E1,1.093551636E0,-5.171475410E-1,9.291297913E0
7.786208155E1,1.088763237E0,-5.027823448E-1,9.272144318E0
7.786408358E1,1.117493629E0,-4.979939461E-1,9.272144318E0
7.786608644E1,1.146224022E0,-4.979939461E-1,9.257779121E0
7.786809019E1,1.127070427E0,-5.123591423E-1,9.262567520E0
7.787009488E1,1.155800819E0,-5.027823448E-1,9.257779121E0
7.787210050E1,1.151012421E0,-4.932055473E-1,9.272144318E0
7.787410702E1,1.146224022E0,-4.932055473E-1,9.257779121E0
7.787611353E1,1.155800819E0,-5.075707436E-1,9.257779121E0
7.787812082E1,1.155800819E0,-4.979939461E-1,9.281721115E0
7.788012879E1,1.141435623E0,-5.123591423E-1,9.252990723E0
7.788213733E1,1.136647224E0,-5.171475410E-1,9.262567520E0
7.788414629E1,1.131858826E0,-5.171475410E-1,9.286509514E0
7.788615550E1,1.136647224E0,-5.267243981E-1,9.291297913E0
7.788816483E1,1.107916832E0,-5.171475410E-1,9.291297913E0
7.789017347E1,1.098340034E0,-5.363011956E-1,9.296086311E0
7.789217905E1,1.088763237E0,-5.171475410E-1,9.315239906E0
7.789418191E1,1.093551636E0,-5.171475410E-1,9.343970299E0
7.789618498E1,1.074398041E0,-5.171475410E-1,9.334393501E0
7.789818832E1,1.064821243E0,-5.027823448E-1,9.363123894E0
7.790019202E1,1.036090732E0,-5.027823448E-1,9.387065887E0
7.790219613E1,1.026513934E0,-4.979939461E-1,9.382277489E0
7.790420071E1,1.002571940E0,-5.027823448E-1,9.382277489E0
7.790620577E1,9.834183455E-1,-4.788403511E-1,9.411007881E0
7.790821129E1,9.738415480E-1,-4.740519226E-1,9.406219482E0
7.791021728E1,9.451110959E-1,-4.644751251E-1,9.434949875E0
7.791222368E1,9.211691022E-1,-4.644751251E-1,9.425373077E0
7.791423009E1,9.020155072E-1,-4.548983276E-1,9.444527626E0
7.791623686E1,8.876502514E-1,-4.501099288E-1,9.415796280E0
7.791824389E1,8.684966564E-1,-4.261679053E-1,9.420584679E0
7.792025113E1,8.589198589E-1,-4.405331016E-1,9.420584679E0
7.792225853E1,8.493430614E-1,-4.309563041E-1,9.425373077E0
7.792426597E1,8.254010081E-1,-4.357447028E-1,9.406219482E0
7.792627337E1,8.349778652E-1,-4.261679053E-1,9.415796280E0
7.792827894E1,8.206126094E-1,-4.261679053E-1,9.411007881E0
7.793028446E1,8.110358119E-1,-4.070142806E-1,9.396642685E0
7.793229540E1,7.918822169E-1,-4.118026793E-1,9.358335495E0
7.793429556E1,7.966706157E-1,-3.974374831E-1,9.363123894E0
7.793629592E1,7.823054194E-1,-3.974374831E-1,9.343970299E0
7.793829665E1,7.679402232E-1,-3.830722570E-1,9.310451508E0
7.794029795E1,7.823054194E-1,-3.734954596E-1,9.281721115E0
7.794229998E1,7.583633661E-1,-3.782838583E-1,9.267355919E0
7.794430285E1,7.631517649E-1,-3.447650373E-1,9.257779121E0
7.794630660E1,7.583633661E-1,-3.447650373E-1,9.243413925E0
7.794831129E1,7.583633661E-1,-3.016694188E-1,9.214683533E0
7.795032066E1,7.487865686E-1,-3.016694188E-1,9.195529938E0
7.795233004E1,7.487865686E-1,-2.777273953E-1,9.176376343E0
7.795433983E1,7.918822169E-1,-2.777273953E-1,9.142857552E0
7.795634988E1,7.823054194E-1,-2.633621991E-1,9.157222748E0
7.795835998E1,7.775170207E-1,-2.346317619E-1,9.128492355E0
7.796037061E1,7.823054194E-1,-2.202665508E-1,9.128492355E0
7.796236566E1,8.158242106E-1,-1.867477298E-1,9.123703957E0
7.796436139E1,7.966706157E-1,-1.963245422E-1,9.114127159E0
7.796635816E1,8.158242106E-1,-1.580173075E-1,9.128492355E0
7.796835629E1,8.158242106E-1,-1.436520964E-1,9.133280754E0
7.797035603E1,8.397662640E-1,-1.388636976E-1,9.157222748E0
7.797235754E1,8.493430614E-1,-1.005564705E-1,9.128492355E0
7.797436092E1,8.589198589E-1,-1.053448766E-1,9.142857552E0
7.797636618E1,8.589198589E-1,-1.101332754E-1,9.162011147E0
7.797837327E1,8.684966564E-1,-8.140286058E-2,9.181164742E0
7.798038202E1,8.924387097E-1,-8.619125932E-2,9.181164742E0
7.798239228E1,8.972271085E-1,-7.661445439E-2,9.190741539E0
7.798440379E1,8.876502514E-1,-4.788403213E-2,9.209895134E0
7.798641624E1,8.828618526E-1,-7.182604820E-2,9.248202324E0
7.798842931E1,8.924387097E-1,-6.224924326E-2,9.224260330E0
7.799044269E1,8.828618526E-1,-5.746084079E-2,9.257779121E0
7.799245337E1,8.876502514E-1,-6.703764945E-2,9.262567520E0
7.799446207E1,8.684966564E-1,-5.746084079E-2,9.262567520E0
7.799646759E1,8.828618526E-1,-5.746084079E-2,9.291297913E0
7.799847853E1,8.637082577E-1,-7.661445439E-2,9.300874710E0
7.800047113E1,8.732850552E-1,-9.097966552E-2,9.315239906E0
7.800246452E1,8.589198589E-1,-9.576806426E-2,9.305663109E0
7.800445915E1,8.301894665E-1,-1.197100878E-1,9.310451508E0
7.800645540E1,8.397662640E-1,-1.197100878E-1,9.315239906E0
7.800845358E1,8.493430614E-1,-1.436520964E-1,9.310451508E0
7.801045394E1,8.397662640E-1,-1.532289088E-1,9.334393501E0
7.801245660E1,8.589198589E-1,-1.628057212E-1,9.324816704E0
7.801446155E1,8.445546627E-1,-1.771709323E-1,9.343970299E0
7.801646874E1,8.397662640E-1,-1.915361285E-1,9.343970299E0
7.801847800E1,8.206126094E-1,-2.106897533E-1,9.329605103E0
7.802048915E1,8.397662640E-1,-2.489969730E-1,9.339181900E0
7.802250186E1,8.589198589E-1,-2.633621991E-1,9.363123894E0
7.802451577E1,8.493430614E-1,-2.920926213E-1,9.382277489E0
7.802653051E1,8.397662640E-1,-3.016694188E-1,9.382277489E0
7.802854566E1,8.493430614E-1,-3.064578176E-1,9.411007881E0
7.803055811E1,8.780734539E-1,-3.447650373E-1,9.415796280E0
7.803256748E1,9.020155072E-1,-3.639186621E-1,9.434949875E0
7.803457300E1,9.115923047E-1,-3.878606856E-1,9.482834816E0
7.803658394E1,9.163807034E-1,-3.926490843E-1,9.492411613E0
7.803858410E1,9.451110959E-1,-4.213795066E-1,9.525930405E0
7.804058446E1,9.882067442E-1,-4.405331016E-1,9.554660797E0
7.804258524E1,1.016937137E0,-4.836287498E-1,9.573814392E0
7.804458660E1,1.026513934E0,-4.932055473E-1,9.602544785E0
7.804658868E1,1.055244446E0,-5.219359994E-1,9.650428772E0
7.804859160E1,1.074398041E0,-5.506663918E-1,9.674370766E0
7.805059540E1,1.088763237E0,-5.793967843E-1,9.731831551E0
7.805260014E1,1.122282028E0,-5.889736414E-1,9.750985146E0
7.805460582E1,1.146224022E0,-6.320692301E-1,9.774927139E0
7.805661150E1,1.160589218E0,-6.560112834E-1,9.808445930E0
7.805861806E1,1.189319730E0,-6.655880809E-1,9.846753120E0
7.806062540E1,1.203684926E0,-7.038952708E-1,9.875483513E0
7.806263342E1,1.227626920E0,-7.182605267E-1,9.880271912E0
7.806464269E1,1.237203717E0,-7.422025204E-1,9.913790703E0
7.806665311E1,1.241992116E0,-7.517793179E-1,9.932944298E0
7.806866363E1,1.246780515E0,-7.709329724E-1,9.956886292E0
7.807067290E1,1.251568913E0,-7.805097699E-1,9.990405083E0
7.807267847E1,1.261145711E0,-8.140285611E-1,9.995193481E0
7.807468400E1,1.275510907E0,-8.331822157E-1,9.995193481E0
7.807668681E1,1.237203717E0,-8.283938169E-1,1.001913548E1
7.807868983E1,1.227626920E0,-8.427590132E-1,1.004786587E1
7.808069316E1,1.237203717E0,-8.523358107E-1,1.004786587E1
7.808269686E1,1.208473325E0,-8.762778044E-1,1.005744267E1
7.808470097E1,1.203684926E0,-8.906430602E-1,1.007659626E1
7.808670556E1,1.165377736E0,-9.002198577E-1,1.007180786E1
7.808871061E1,1.146224022E0,-9.050082564E-1,1.007180786E1
7.809071613E1,1.141435623E0,-9.050082564E-1,1.005744267E1
7.809272212E1,1.103128433E0,-9.193734527E-1,1.004307747E1
7.809472811E1,1.079186440E0,-9.433154464E-1,1.004786587E1
7.809673452E1,1.064821243E0,-9.337386489E-1,1.003828907E1
7.809874129E1,1.055244446E0,-9.337386489E-1,1.001434708E1
7.810074837E1,1.031302333E0,-9.433154464E-1,1.001913548E1
7.810275566E1,1.012148738E0,-9.624691010E-1,9.999981880E0
7.810476311E1,1.002571940E0,-9.433154464E-1,9.999981880E0
7.810677061E1,9.929951429E-1,-9.289502501E-1,1.000955868E1
7.810878353E1,9.882067442E-1,-9.337386489E-1,1.000477028E1
7.811078389E1,9.546879530E-1,-9.433154464E-1,9.990405083E0
7.811278441E1,9.403226972E-1,-9.433154464E-1,9.980828285E0
7.811478530E1,9.211691022E-1,-9.433154464E-1,9.956886292E0
7.811678676E1,8.924387097E-1,-9.433154464E-1,9.937732697E0
7.811878889E1,9.020155072E-1,-9.337386489E-1,9.923367500E0
7.812079181E1,8.780734539E-1,-9.193734527E-1,9.904213905E0
7.812279561E1,8.637082577E-1,-9.193734527E-1,9.904213905E0
7.812480030E1,8.301894665E-1,-9.241618514E-1,9.889848709E0
7.812680587E1,8.541314602E-1,-9.241618514E-1,9.861118317E0
7.812881233E1,8.349778652E-1,-9.002198577E-1,9.865906715E0
7.813081957E1,8.397662640E-1,-8.858546019E-1,9.837176323E0
7.813282748E1,8.206126094E-1,-8.906430602E-1,9.822811127E0
7.813483597E1,8.158242106E-1,-8.810662031E-1,9.794080734E0
7.813684488E1,8.349778652E-1,-8.858546019E-1,9.779715538E0
7.813885405E1,8.206126094E-1,-8.858546019E-1,9.765350342E0
7.814086400E1,8.493430614E-1,-8.858546019E-1,9.779715538E0
7.814286509E1,8.397662640E-1,-8.810662031E-1,9.789292336E0
7.814486665E1,8.637082577E-1,-8.571242094E-1,9.794080734E0
7.814686879E1,8.780734539E-1,-8.571242094E-1,9.813234329E0
7.814887165E1,8.924387097E-1,-8.475474119E-1,9.803657532E0
7.815087530E1,9.211691022E-1,-8.427590132E-1,9.798869133E0
7.815287978E1,9.307458997E-1,-8.379706144E-1,9.827599525E0
7.815488509E1,9.594763517E-1,-8.283938169E-1,9.837176323E0
7.815689124E1,9.690531492E-1,-8.236053586E-1,9.832387924E0
7.815889816E1,9.690531492E-1,-8.188169599E-1,9.851541519E0
7.816090577E1,1.007360339E0,-8.188169599E-1,9.846753120E0
7.816291394E1,1.031302333E0,-8.140285611E-1,9.861118317E0
7.816492254E1,1.021725535E0,-8.188169599E-1,9.880271912E0
7.816693144E1,1.060032845E0,-8.236053586E-1,9.894637108E0
7.816894243E1,1.079186440E0,-8.188169599E-1,9.918579102E0
7.817095342E1,1.088763237E0,-8.283938169E-1,9.909002304E0
7.817295592E1,1.088763237E0,-8.379706144E-1,9.913790703E0
7.817495853E1,1.083974838E0,-8.379706144E-1,9.942521095E0
7.817696134E1,1.117493629E0,-8.427590132E-1,9.928155899E0
7.817896452E1,1.122282028E0,-8.523358107E-1,9.947309494E0
7.818096858E1,1.098340034E0,-8.810662031E-1,9.947309494E0
7.818297306E1,1.122282028E0,-8.714894056E-1,9.961674690E0
7.818497795E1,1.122282028E0,-8.858546019E-1,9.976039886E0
7.818698332E1,1.122282028E0,-9.097966552E-1,9.966463089E0
7.818898910E1,1.122282028E0,-9.145850539E-1,9.980828285E0
7.819099530E1,1.136647224E0,-9.241618514E-1,9.966463089E0
7.819300186E1,1.155800819E0,-9.145850539E-1,9.971251488E0
7.819500874E1,1.146224022E0,-9.289502501E-1,9.985616684E0
7.819701587E1,1.170166135E0,-9.289502501E-1,9.971251488E0
7.819902300E1,1.179742932E0,-9.289502501E-1,9.961674690E0
7.820103024E1,1.189319730E0,-9.385270476E-1,9.947309494E0
7.820303754E1,1.189319730E0,-9.528923035E-1,9.976039886E0
7.820504467E1,1.203684926E0,-9.145850539E-1,9.985616684E0
7.820705024E1,1.213261724E0,-9.241618514E-1,9.990405083E0
7.820905577E1,1.208473325E0,-9.433154464E-1,9.995193481E0
7.821105858E1,1.222838521E0,-9.337386489E-1,9.995193481E0
7.821306160E1,1.222838521E0,-9.337386489E-1,9.999981880E0
7.821506493E1,1.227626920E0,-9.337386489E-1,9.999981880E0
7.821706863E1,1.218050122E0,-9.337386489E-1,9.990405083E0
7.821907274E1,1.232415318E0,-9.145850539E-1,9.995193481E0
7.822107733E1,1.232415318E0,-9.193734527E-1,9.995193481E0
7.822308238E1,1.227626920E0,-9.145850539E-1,1.000955868E1
7.822508790E1,1.208473325E0,-9.289502501E-1,9.999981880E0
7.822709389E1,1.208473325E0,-8.954314590E-1,9.976039886E0
7.822910030E1,1.208473325E0,-8.954314590E-1,9.976039886E0
7.823110707E1,1.184531331E0,-8.906430602E-1,9.966463089E0
7.823311415E1,1.179742932E0,-8.667010069E-1,9.932944298E0
7.823512150E1,1.174954534E0,-8.619126081E-1,9.923367500E0
7.823712900E1,1.189319730E0,-8.619126081E-1,9.894637108E0
7.823913655E1,1.165377736E0,-8.379706144E-1,9.899425507E0
7.824114952E1,1.136647224E0,-8.331822157E-1,9.875483513E0
7.824315009E1,1.151012421E0,-8.379706144E-1,9.875483513E0
7.824515155E1,1.131858826E0,-8.140285611E-1,9.856329918E0
7.824715030E1,1.107916832E0,-8.092401624E-1,9.861118317E0
7.824914972E1,1.107916832E0,-8.092401624E-1,9.885060310E0
7.825115004E1,1.117493629E0,-7.996633649E-1,9.846753120E0
7.825315144E1,1.098340034E0,-7.948749661E-1,9.846753120E0
7.825515405E1,1.103128433E0,-8.092401624E-1,9.846753120E0
7.825715790E1,1.112705231E0,-7.996633649E-1,9.851541519E0
7.825916306E1,1.083974838E0,-8.092401624E-1,9.856329918E0
7.826116946E1,1.083974838E0,-7.996633649E-1,9.846753120E0
7.826317702E1,1.088763237E0,-8.188169599E-1,9.861118317E0
7.826518561E1,1.083974838E0,-8.044517636E-1,9.846753120E0
7.826719509E1,1.117493629E0,-7.996633649E-1,9.856329918E0
7.826920525E1,1.103128433E0,-8.044517636E-1,9.861118317E0
7.827121587E1,1.112705231E0,-8.188169599E-1,9.856329918E0
7.827322676E1,1.103128433E0,-8.331822157E-1,9.861118317E0
7.827523764E1,1.127070427E0,-8.283938169E-1,9.880271912E0
7.827724446E1,1.117493629E0,-8.331822157E-1,9.875483513E0
7.827924998E1,1.136647224E0,-8.475474119E-1,9.875483513E0
7.828126092E1,1.141435623E0,-8.571242094E-1,9.894637108E0
7.828326108E1,1.146224022E0,-8.331822157E-1,9.894637108E0
7.828526144E1,1.165377736E0,-8.523358107E-1,9.904213905E0
7.828726217E1,1.170166135E0,-8.571242094E-1,9.904213905E0
7.828926347E1,1.155800819E0,-8.523358107E-1,9.918579102E0
7.829126550E1,1.165377736E0,-8.619126081E-1,9.937732697E0
7.829326837E1,1.155800819E0,-8.762778044E-1,9.956886292E0
7.829527212E1,1.151012421E0,-8.619126081E-1,9.976039886E0
7.829727681E1,1.160589218E0,-8.714894056E-1,9.980828285E0
7.829928243E1,1.184531331E0,-8.619126081E-1,1.000477028E1
7.830128894E1,1.170166135E0,-8.714894056E-1,1.001434708E1
7.830329629E1,1.189319730E0,-8.906430602E-1,1.001913548E1
7.830530436E1,1.198896527E0,-9.050082564E-1,1.001434708E1
7.830731301E1,1.203684926E0,-9.002198577E-1,1.003828907E1
7.830932207E1,1.179742932E0,-9.241618514E-1,1.001913548E1
7.831133139E1,1.203684926E0,-9.097966552E-1,1.001434708E1
7.831334082E1,1.189319730E0,-9.433154464E-1,1.000955868E1
7.831534988E1,1.198896527E0,-9.433154464E-1,1.000955868E1
7.831735540E1,1.213261724E0,-9.576807022E-1,9.999981880E0
7.831935821E1,1.194108129E0,-9.624691010E-1,9.995193481E0
7.832136191E1,1.203684926E0,-9.768342972E-1,1.000477028E1
7.832336691E1,1.194108129E0,-9.720458984E-1,9.985616684E0
7.832537212E1,1.189319730E0,-9.672574997E-1,9.999981880E0
7.832737754E1,1.174954534E0,-9.720458984E-1,9.999981880E0
7.832938316E1,1.194108129E0,-9.720458984E-1,9.980828285E0
7.833138900E1,1.189319730E0,-9.672574997E-1,9.971251488E0
7.833339498E1,1.222838521E0,-9.433154464E-1,9.971251488E0
7.833540113E1,1.213261724E0,-9.433154464E-1,9.976039886E0
7.833740738E1,1.218050122E0,-9.241618514E-1,9.966463089E0
7.833941374E1,1.208473325E0,-9.050082564E-1,9.966463089E0
7.834142014E1,1.222838521E0,-8.858546019E-1,9.947309494E0
7.834343196E1,1.222838521E0,-8.858546019E-1,9.942521095E0
7.834543311E1,1.237203717E0,-8.667010069E-1,9.918579102E0
7.834743441E1,1.227626920E0,-8.523358107E-1,9.899425507E0
7.834943603E1,1.232415318E0,-8.379706144E-1,9.880271912E0
7.835143811E1,1.251568913E0,-8.283938169E-1,9.846753120E0
7.835344077E1,1.251568913E0,-7.948749661E-1,9.813234329E0
7.835544410E1,1.241992116E0,-7.852981687E-1,9.770138741E0
7.835744816E1,1.256357312E0,-7.709329724E-1,9.750985146E0
7.835945306E1,1.270722508E0,-7.422025204E-1,9.717466354E0
7.836145842E1,1.265934110E0,-7.326257229E-1,9.688735962E0
7.836346452E1,1.275510907E0,-7.038952708E-1,9.660005569E0
7.836547129E1,1.285087705E0,-6.895300746E-1,9.640851974E0
7.836747868E1,1.280299306E0,-6.895300746E-1,9.616909981E0
7.836948660E1,1.294664621E0,-6.560112834E-1,9.592967987E0
7.837149493E1,1.318606615E0,-6.560112834E-1,9.588179588E0
7.837350353E1,1.313818216E0,-6.512228847E-1,9.545084000E0
7.837551228E1,1.337760210E0,-6.272808313E-1,9.545084000E0
7.837751832E1,1.332971811E0,-6.416460276E-1,9.506776810E0
7.837952446E1,1.366490602E0,-6.368576288E-1,9.473258018E0
7.838153066E1,1.366490602E0,-6.368576288E-1,9.449316025E0
7.838353691E1,1.371279001E0,-6.368576288E-1,9.406219482E0
7.838554858E1,1.380855799E0,-6.368576288E-1,9.372700691E0
7.838754962E1,1.390432596E0,-6.560112834E-1,9.367912292E0
7.838955082E1,1.404797792E0,-6.464344859E-1,9.358335495E0
7.839155233E1,1.409586191E0,-6.464344859E-1,9.358335495E0
7.839355431E1,1.433528304E0,-6.464344859E-1,9.377489090E0
7.839555686E1,1.433528304E0,-6.272808313E-1,9.406219482E0
7.839756009E1,1.443105102E0,-6.177040339E-1,9.406219482E0
7.839956410E1,1.457470298E0,-6.033388376E-1,9.425373077E0
7.840156889E1,1.467047095E0,-6.177040339E-1,9.449316025E0
7.840357446E1,1.452681899E0,-5.985504389E-1,9.454104424E0
7.840558082E1,1.462258697E0,-5.793967843E-1,9.444527626E0
7.840758785E1,1.452681899E0,-5.602431893E-1,9.463681221E0
7.840959550E1,1.462258697E0,-5.602431893E-1,9.473258018E0
7.841160368E1,1.462258697E0,-5.746083856E-1,9.463681221E0
7.841361222E1,1.462258697E0,-5.698199868E-1,9.463681221E0
7.841562103E1,1.467047095E0,-5.554547906E-1,9.458892822E0
7.841762993E1,1.467047095E0,-5.554547906E-1,9.463681221E0
7.841963842E1,1.471835494E0,-5.554547906E-1,9.458892822E0
7.842164394E1,1.476623893E0,-5.698199868E-1,9.463681221E0
7.842364676E1,1.486200690E0,-5.698199868E-1,9.430161476E0
7.842564978E1,1.490989089E0,-5.793967843E-1,9.415796280E0
7.842765311E1,1.500565886E0,-5.841852427E-1,9.434949875E0
7.842965681E1,1.519719481E0,-5.841852427E-1,9.411007881E0
7.843166092E1,1.500565886E0,-5.937620401E-1,9.387065887E0
7.843366551E1,1.524507880E0,-6.033388376E-1,9.367912292E0
7.843567056E1,1.529296279E0,-6.129156351E-1,9.372700691E0
7.843767608E1,1.529296279E0,-5.985504389E-1,9.353547096E0
7.843968207E1,1.538873196E0,-5.937620401E-1,9.358335495E0
7.844168847E1,1.548449993E0,-5.793967843E-1,9.343970299E0
7.844369524E1,1.558026791E0,-6.033388376E-1,9.348758698E0
7.844570233E1,1.548449993E0,-5.841852427E-1,9.358335495E0
7.844770967E1,1.577180386E0,-5.746083856E-1,9.334393501E0
7.844971717E1,1.581968784E0,-5.841852427E-1,9.348758698E0
7.845172472E1,1.577180386E0,-5.793967843E-1,9.358335495E0
7.845373769E1,1.601122379E0,-5.458779931E-1,9.324816704E0
7.845575066E1,1.605910778E0,-5.506663918E-1,9.358335495E0
7.845774384E1,1.634641171E0,-5.506663918E-1,9.348758698E0
7.845973748E1,1.663371682E0,-5.171475410E-1,9.339181900E0
7.846173207E1,1.672948480E0,-5.123591423E-1,9.334393501E0
7.846372811E1,1.692102075E0,-5.219359994E-1,9.334393501E0
7.846572759E1,1.696890473E0,-5.171475410E-1,9.372700691E0
7.846772884E1,1.716044068E0,-4.932055473E-1,9.358335495E0
7.846973196E1,1.720832467E0,-5.075707436E-1,9.363123894E0
7.847173696E1,1.730409265E0,-5.027823448E-1,9.377489090E0
7.847374379E1,1.759139657E0,-4.979939461E-1,9.372700691E0
7.847575233E1,1.778293371E0,-4.979939461E-1,9.377489090E0
7.847776238E1,1.787870169E0,-4.932055473E-1,9.396642685E0
7.847977368E1,1.797446966E0,-4.932055473E-1,9.387065887E0
7.848178597E1,1.797446966E0,-5.075707436E-1,9.367912292E0
7.848379894E1,1.802235365E0,-5.027823448E-1,9.387065887E0
7.848581228E1,1.807023764E0,-5.123591423E-1,9.387065887E0
7.848782566E1,1.802235365E0,-5.123591423E-1,9.401431084E0
7.848983259E1,1.826177359E0,-5.075707436E-1,9.396642685E0
7.849183816E1,1.807023764E0,-5.267243981E-1,9.420584679E0
7.849384374E1,1.835754156E0,-5.075707436E-1,9.420584679E0
7.849584926E1,1.826177359E0,-5.267243981E-1,9.434949875E0
7.849785207E1,1.821388960E0,-5.410895944E-1,9.444527626E0
7.849985509E1,1.821388960E0,-5.219359994E-1,9.454104424E0
7.850185910E1,1.826177359E0,-5.458779931E-1,9.449316025E0
7.850386441E1,1.811812162E0,-5.746083856E-1,9.463681221E0
7.850586998E1,1.792658567E0,-5.554547906E-1,9.473258018E0
7.850787582E1,1.787870169E0,-5.793967843E-1,9.473258018E0
7.850988186E1,1.797446966E0,-5.841852427E-1,9.478046417E0
7.851188811E1,1.773504853E0,-5.889736414E-1,9.501988411E0
7.851389452E1,1.792658567E0,-5.841852427E-1,9.511565208E0
7.851590103E1,1.783081770E0,-6.177040339E-1,9.501988411E0
7.851790764E1,1.763928056E0,-6.368576288E-1,9.516353607E0
7.851991431E1,1.773504853E0,-6.368576288E-1,9.482834816E0
7.852192639E1,1.763928056E0,-6.655880809E-1,9.501988411E0
7.852392696E1,1.768716455E0,-6.799532771E-1,9.521142006E0
7.852592769E1,1.749562860E0,-6.991068721E-1,9.525930405E0
